1462.0776734816843 -1686.61567019373 ; 1445.211516779747 -1701.236446928547 
1090.9919601304646 1186.1150645198747 ; 1102.8531107756633 1175.20514491857 
-537.8338394492564 1558.0237592550252 ; -522.2536018567062 1563.4020976495178 
-431.79068698047683 -520.7819967782096 ; -436.9985069482589 -516.4640899084048 
-754.9200522994239 372.30325585720044 ; -751.1970197408519 379.85245638019467 
-96.61363210849852 1241.8344073714475 ; -84.19528803478404 1242.8005436925325 
-8.09384867369264 -1569.0366584359072 ; -23.784215258051713 -1568.9557199491703 
1648.9326523443574 1003.5503342021955 ; 1658.9681556863793 987.0610076787519 
1950.0720734985089 1706.0768827869986 ; 1967.1328423263787 1686.5761620520134 
1656.8295838002266 -660.0308537027869 ; 1650.2292752631988 -676.5991495407892 
-1303.1663277356424 -1645.804634786681 ; -1319.6243740835093 -1632.7729715093244 
-342.35768040659593 -1380.871797210074 ; -356.16639837869667 -1377.448220406008 
-1794.0624585472065 -1379.0321771101771 ; -1807.8527803183083 -1361.091552524705 
-1379.7818894217767 1485.0104785156418 ; -1364.9317846366203 1498.8082974098595 
-518.0410275644984 -995.9748678934793 ; -528.0007762434333 -990.7944576178344 
146.31837617758453 550.3478136744892 ; 151.8218543143294 548.8846299127133 
819.4560243082294 -1835.0170105280592 ; 801.1058542029489 -1843.2115707711416 
1797.9173314271366 -596.8853567075213 ; 1791.9484778600613 -614.8645300217927 
1534.958097555456 1078.6644627546843 ; 1545.744742183003 1063.3148817791298 
-466.8391622748123 625.6799632276277 ; -460.582362642536 630.3483548503758 
-975.0562773553138 -1069.5564224231036 ; -985.7518415795448 -1059.8058596495505 
866.3191357425537 1372.1712976328022 ; 880.0408487188818 1363.5081062753766 
118.41244542553707 -779.4880803630185 ; 110.6175646219069 -780.672204817274 
161.92416684264288 -1399.046981030636 ; 147.9336970323365 -1400.6662226990625 
-878.0186747095293 -1819.563125247112 ; -896.2143059620004 -1810.7829385000168 
1522.6140647183104 1679.2351705612305 ; 1539.4064164239226 1664.0090299140475 
1964.7370352339562 -1908.0997478496224 ; 1945.65603775546 -1927.747118201962 
1693.3482884098287 -1144.8158090725728 ; 1681.900130319103 -1161.7492919566712 
1318.651672942194 1043.2830154018923 ; 1329.084503096213 1030.0964986724703 
-1647.0541694587055 880.0136897563855 ; -1638.2540325611417 896.4842314509725 
865.0133242647096 1119.9534073754587 ; 876.2128583384641 1111.3032741328116 
-531.0591137003199 262.0382080054923 ; -528.438731620265 267.3487991424955 
1764.9414725613242 1356.511581989374 ; 1778.5065883812179 1338.8621672637607 
-1182.5416412202053 1461.59547824711 ; -1167.9256864377342 1473.420894659312 
-31.86561091113307 98.03057125802295 ; -30.885305198552842 98.34922736713428 
-1268.7392323288193 -1187.894837522434 ; -1280.6181807040437 -1175.207445199146 
1972.704383615455 -494.8525132644199 ; 1967.755858482811 -514.5795571005744 
-516.7715123529517 -1597.5394086947567 ; -532.7469064398992 -1592.3716935712273 
701.3529750124462 78.49436922557952 ; 702.137918704702 71.48083947545506 
77.4518162179048 -1034.066395577237 ; 67.11115226213244 -1034.840913739416 
-429.93692513528487 1642.9715650476062 ; -413.5072094848088 1647.270934298959 
1102.286903069729 -1035.5480136072997 ; 1091.931422933656 -1046.570882637997 
1793.1923098653283 1534.4436716885998 ; 1808.5367465822144 1516.5117485899466 
306.10425155774675 -1532.2274401234479 ; 290.78197715651226 -1535.2884826390252 
-586.7468191409181 -323.2687765003922 ; -589.979506905922 -317.40130830898306 
151.21169527564626 147.80016955692014 ; 152.68969697121545 146.28805260416368 
504.868777022092 1170.0641493432706 ; 516.5694185155247 1165.0154615730496 
1917.775063639341 -1493.9488319739498 ; 1902.8355753196015 -1513.1265826103433 
501.47134161550804 1232.7762167622998 ; 513.799103783131 1227.7615033461448 
669.5146049138419 237.12191211507218 ; 671.8858240349927 230.42676606593375 
1841.8458789871681 1527.882797952557 ; 1857.1247069666938 1509.4643391626853 
-1708.4006519779791 125.18825759586996 ; -1707.1487694020204 142.27226411564976 
1903.80101733558 1053.0910209386072 ; 1914.331927544966 1034.0530107652514 
-192.86378562521014 -596.1722798045492 ; -198.82550842325563 -594.2436419482972 
-1424.335459451975 278.2241861148482 ; -1421.5532175908265 292.46754070936794 
-62.65466800041297 597.0119931956882 ; -56.68454806845609 597.6385398756923 
-42.91608053196479 73.51663555809266 ; -42.18091417638386 73.94579636341231 
-227.4467964022789 1212.838085609724 ; -215.31841554618165 1215.1125535737467 
1391.627585631585 -843.8824606409402 ; 1383.1887610251756 -857.798736497256 
-743.3397137514071 1853.3524577760716 ; -724.8061891736463 1860.7858549135856 
-1168.5003644317405 152.50481873135212 ; -1166.975316244427 164.1898223756695 
1634.7449865248238 322.1373341194077 ; 1637.966359866018 305.78988425415946 
-1434.8421642417945 -965.4024834367675 ; -1444.4961890761622 -951.0540617943495 
692.6697507578099 720.3194534687558 ; 699.8729452924974 713.3927559611777 
-809.6236474311578 -1524.5753963937182 ; -824.869401395095 -1516.4791599194066 
-1424.1353845519366 -917.6386973912469 ; -1433.311771525849 -903.3973435457275 
269.32555436923104 1460.7230799276585 ; 283.9327851685076 1458.0298243839663 
1236.2200437583435 -295.29432631428637 ; 1233.2671004952006 -307.6565267518698 
892.2087095418462 -403.64388624357775 ; 888.1722706794104 -412.56597333899623 
-813.382634621418 -1007.4032809960518 ; -823.4566674313785 -999.2694546498376 
1172.7379884501668 3.358139573049291 ; 1172.7715698458971 -8.369240311452376 
281.5385405420467 1778.6596506795156 ; 299.32513704884184 1775.844265274095 
49.195228340540666 8.654605510494545 ; 49.28177439564561 8.162653227089137 
1754.9905451854777 1625.960176809046 ; 1771.2501469535682 1608.4102713571913 
-1109.6555843733845 -1780.473986198814 ; -1127.4603242353726 -1769.3774303550802 
128.75267968224034 -783.8274551496557 ; 120.91440513074379 -785.1149819464781 
-1915.253392585086 1434.2289740673427 ; -1900.9111028444127 1453.3815079931935 
670.2910809861872 339.4305305017497 ; 673.6853862912047 332.7276196918878 
60.54576128176082 860.3621869656342 ; 69.14938315141715 859.7567293528166 
-295.5100492633948 -1806.0000876191657 ; -313.5700501395865 -1803.0449871265319 
794.9198407591884 457.9088874203368 ; 799.4989296333919 449.9596890127449 
1710.6608896578125 -238.7748942657301 ; 1708.2731407151553 -255.88150316230823 
300.0942240522267 -1498.1191770244577 ; 285.1130322819821 -1501.12011926498 
1244.458092798533 1659.4940637086122 ; 1261.0530334356192 1647.049482780627 
83.0130140003716 -1342.499150683471 ; 69.58802249353688 -1343.3292808234748 
1639.592788237693 -5.695767486649489 ; 1639.5358305628265 -22.091695369026418 
-1617.021823813425 1832.3589443090718 ; -1598.6982343703344 1848.5291625472062 
-1607.2161082630037 -32.70262283064516 ; -1607.5431344913102 -16.630461748015126 
1551.2065743076048 -1901.151375150276 ; 1532.1950605561021 -1916.663440893352 
1513.699259659191 947.5814932374963 ; 1523.175074591566 932.4445006409044 
-1847.3196882760074 -728.4649758615593 ; -1854.604338034623 -709.9917789787993 
692.6154262016031 -1813.003373876967 ; 674.4853924628334 -1819.9295281389832 
-563.9540522138462 -1516.707862601558 ; -579.1211308398618 -1511.0683220794194 
1142.3741110633332 1942.2304799371032 ; 1161.7964158627042 1930.8067388264699 
-299.53299454654524 1443.0890731310412 ; -285.10210381523484 1446.0844030765068 
1681.9797304118172 -1590.3245617648874 ; 1666.0764847941682 -1607.1443590690055 
53.21837757970831 -1919.2673631033285 ; 34.02570394867502 -1919.7995468791257 
-823.8062490847069 -618.983294648377 ; -829.9960820311907 -610.7452321575299 
-1517.2772963509267 -308.34670818212766 ; -1520.360763432748 -293.1739352186184 
-176.93938773293115 1996.0995858569274 ; -156.97839187436188 1997.8689797342568 
-1822.4565492023228 1061.5670287544458 ; -1811.8408789147784 1079.791594246469 
985.9689043320511 106.6850678283208 ; 987.0357550103344 96.82537878500028 
977.181174289979 736.9738852955883 ; 984.5509131429349 727.2020735526885 
1575.371109000833 524.9783197679227 ; 1580.6208921985124 509.2246086779144 
-23.388228256955276 -831.4784289549073 ; -31.703012546504347 -831.2445466723377 
1368.032842893839 -198.79177537657083 ; 1366.0449251400732 -212.47210380550922 
861.9755383346555 1262.1740897135446 ; 874.5972792317909 1253.5543343301981 
726.1890314716333 -279.0240044737386 ; 723.3987914268959 -286.2858947884549 
1431.6934259795385 -874.9706658019734 ; 1422.9437193215188 -889.2876000617688 
699.6030515801174 1733.5102829207042 ; 716.9381544093244 1726.5142524049031 
1800.1962360932089 -736.7522899113335 ; 1792.8287131940956 -754.7542522722656 
-114.73241132021413 1916.2540813796597 ; -95.56987050641753 1917.4014054928618 
608.1026312624525 -833.4058809823171 ; 599.7685724526293 -839.4869072949416 
-476.8801604769222 -100.93526716812727 ; -477.88951314860344 -96.16646556335805 
1072.9235863962415 -399.6968703057224 ; 1068.9266176931842 -410.42610616968483 
-868.1275357082774 907.6908138735458 ; -859.0506275695419 916.3720892306286 
-604.7568860196897 1517.085354139137 ; -589.5860324782983 1523.132922999334 
-1769.54077958976 -1917.2512443752587 ; -1788.7132920335125 -1899.555836579361 
-343.93007716502854 -870.6382764386382 ; -352.6364599294149 -867.1989756669878 
495.826367273757 512.5488713537653 ; 500.95185598729466 507.59060768102773 
1485.5141844113882 1553.1931268825888 ; 1501.0461156802141 1538.337985038475 
-1029.0883642118533 -1828.6552954062352 ; -1047.3749171659156 -1818.3644117641165 
330.1110712776748 1811.4642882158969 ; 348.2257141598338 1808.16317750312 
-1690.1876127106827 -873.5234399139255 ; -1698.922847109822 -856.6215637868187 
79.85070848523654 -1636.1331470711596 ; 63.48937701452494 -1636.931654156012 
200.62357319378918 1032.6327375193657 ; 210.94990056898286 1030.6265017874277 
1886.5406268780084 -1321.8106953371878 ; 1873.3225199246365 -1340.676101605968 
-1620.7497767283385 919.3038796507072 ; -1611.5567379318313 935.5113774179906 
480.16444902265624 -1429.8901109906053 ; 465.8655479127502 -1434.691755480832 
1961.1535865107876 -1773.3786039860636 ; 1943.419800470927 -1792.9901398511715 
-1939.2550664977866 -8.472856693892503 ; -1939.3397950647256 10.919693971085366 
407.61168558393456 465.76781748907126 ; 412.26936375882525 461.6917006332319 
17.423902986421503 -536.6003561711462 ; 12.05789942471004 -536.7745952010105 
-1556.8406776053682 -402.0649630105827 ; -1560.8613272354742 -386.496556234529 
-221.33652521655802 -1680.9249504129064 ; -238.1457747206871 -1678.7115851607407 
1789.2579324038995 584.5113796856103 ; 1795.1030462007557 566.6188003615713 
-1881.9013472717177 1744.744584173715 ; -1864.4539014299805 1763.5635976464323 
903.8898641488094 -1706.0609555951041 ; 886.8292545928583 -1715.0998542365921 
1567.4496808621334 1185.2693991557587 ; 1579.302374853691 1169.5949023471373 
1532.2862917923167 174.21401442396626 ; 1534.0284319365562 158.8911515060431 
1634.209393508659 1472.1831431543146 ; 1648.9312249402024 1455.8410492192281 
-113.01526546565236 544.8720297285664 ; -107.5665451683667 546.0021823832229 
882.6876768577515 -702.1693934354918 ; 875.6659829233965 -710.9962702040693 
-1634.173601210096 -249.02686415272544 ; -1636.6638698516233 -232.68512814062447 
-1731.5239708214028 1683.2499920690732 ; -1714.6914709007121 1700.5652317772872 
-1407.0169154406735 1214.9825475750968 ; -1394.8670899649226 1229.0527167295036 
-917.1562131122769 1083.007127458114 ; -906.3261418376958 1092.1786895892367 
-1173.6495111160366 1495.420254489703 ; -1158.6953085711395 1507.1567496008633 
-668.6026879309032 472.8269070712425 ; -663.8744188601909 479.51293395055154 
-1026.1564633700486 1370.1657553916023 ; -1012.4548058161326 1380.4273200253028 
-1027.0750738386698 1589.5299938157316 ; -1011.1797739005125 1599.8007445541182 
-182.44829317214368 957.3251958735516 ; -172.87504121340817 959.1496788052731 
1262.9954087684916 -215.77354673809526 ; 1260.8376733011107 -228.40350082578018 
-818.0081074640789 -523.157455736 ; -823.2396820214389 -514.9773746613591 
-337.64645387161823 1644.5935349840245 ; -321.200518521778 1647.9699995227406 
274.018822024607 -215.3319305708353 ; 271.86550271889865 -218.07211879108138 
743.4944122923282 1790.9224599084 ; 761.4036368914122 1783.4875157854767 
1541.2924175849737 1258.5080247636188 ; 1553.8774978326098 1243.0951005877691 
1116.2006717026534 -1401.9036540133916 ; 1102.1816351625196 -1413.0656607304181 
219.83168850014002 -1773.7066556163484 ; 202.09462194397653 -1775.9049725013497 
-1000.8989735712823 1758.3705706975334 ; -983.315267864307 1768.3795604332463 
-653.2045451648436 -1496.1889823766023 ; -668.1664349886096 -1489.656936924954 
-1275.180413223872 672.126070201742 ; -1268.4591525218545 684.8778743339807 
-169.74698475671943 -1255.2259843654451 ; -182.29924460037387 -1253.528514517878 
-600.5967667764097 -1495.8644590319918 ; -615.5554113667296 -1489.8584913642278 
1259.8028264597249 -1782.8621274043137 ; 1241.9742051856817 -1795.460155668911 
496.8336427676304 1493.4460130255586 ; 511.768102897886 1488.4776765978822 
-853.4041700168435 522.3019356030853 ; -848.1811506608127 530.8359773032538 
-1147.8084450934439 144.07088374129802 ; -1146.3677362560309 155.54896819223245 
-349.6271172844381 -463.7563289543554 ; -354.26468057398165 -460.260057781511 
358.27370109503767 -1105.6252008735282 ; 347.2174490863024 -1109.2079378844785 
-453.51373760248606 -641.9354503096787 ; -459.93309210558283 -637.4003129336538 
-1479.2404191282105 895.883326271796 ; -1470.2815858654926 910.6757304630781 
843.1372263816727 -302.6115876957976 ; 840.1111105047147 -311.04295995961434 
-1142.2867555811665 -844.7241180695964 ; -1150.7339967618625 -833.3012505137848 
737.736497947834 -611.3597054052674 ; 731.6229008937813 -618.7370703847457 
1278.5773221265085 1303.2412057579713 ; 1291.6097341840882 1290.4554325367062 
-1955.5289042045708 -1776.0845305233224 ; -1973.289749509804 -1756.5292414812768 
1203.9700153141275 -1774.6165158169117 ; 1186.2238501559584 -1786.656215970053 
-842.5698894594622 -247.1283275780978 ; -845.0411727352431 -238.70262868350318 
1900.3750840001062 -107.79967307357569 ; 1899.2970872693704 -126.80342391357675 
-1451.3754087363336 -841.5701186929776 ; -1459.7911099232633 -827.0563646056144 
-1618.2772623404132 576.5087964952411 ; -1612.5121743754607 592.6915691186452 
402.2434912907046 978.1950671610317 ; 412.0254419623149 974.1726322481246 
-1891.9227660570555 -527.7889674163983 ; -1897.2006557312195 -508.8697397558278 
94.52064212404633 802.8638246976839 ; 102.54928037102317 801.9186182764435 
-1945.7394119547205 -1880.9588604414323 ; -1964.5490005591348 -1861.5014663218851 
1958.839355299 -711.9025212610524 ; 1951.7203300863896 -731.4909148140424 
-1610.9639532965698 1312.3205506140125 ; -1597.8407477904298 1328.4301901469782 
-442.439900074494 980.1870348933206 ; -432.6380297255608 984.6114338940656 
891.5071729247265 826.7325295386077 ; 899.7744982201126 817.8174578093603 
-519.9047983269115 1793.9296053575101 ; -501.9655022733364 1799.1286533407792 
558.6924082392103 534.4789436033428 ; 564.0371976752438 528.8920195209507 
-770.3678881640969 1101.1086569369425 ; -759.3568015947275 1108.8123358185835 
231.85881871645364 -1888.4682137032082 ; 212.97413657942155 -1890.7868018903728 
502.3362198796912 -1711.3333785402647 ; 485.2228860942886 -1716.3567407390615 
818.252731265984 -640.8708318203543 ; 811.8440229477804 -649.0533591330142 
1177.0955728655981 -1295.9685036102178 ; 1164.135887829496 -1307.7394593388738 
966.1203319908847 -967.1095878523754 ; 956.449236112361 -976.7707911722842 
1931.0357673512865 -1592.6282498907208 ; 1915.1094848523792 -1611.9386075642337 
-1114.6376732178346 -1889.743339714477 ; -1133.5351066149794 -1878.5969629822987 
-1809.8923594863586 1963.9030466700349 ; -1790.2533290196582 1982.0019702648985 
426.343804128136 482.1256169609393 ; 431.1650602977454 477.86217891965794 
1540.5579626890453 939.8047801684093 ; 1549.9560104907293 924.3992005415188 
-1056.317608654155 -1738.650627995987 ; -1073.7041149341148 -1728.0874519094455 
1312.5667796109442 1179.7867116315967 ; 1324.3646467272602 1166.6610438354874 
-1995.6743128983203 -475.32556033763655 ; -2000.4275685016967 -455.36881720865335 
-1869.0309616418544 -1199.4086145453493 ; -1881.025047787308 -1180.7183049289308 
-1805.5046892786247 -42.03000838384591 ; -1805.924989362463 -23.974961491059663 
0.10764109493017404 206.34571834872597 ; 2.1710982784174337 206.34464193777666 
86.38143006704883 -1617.2086030560017 ; 70.2093440364888 -1618.0724173566723 
271.2470907317931 313.3049409234427 ; 274.38014014102754 310.59247001612476 
1288.9493881898636 1524.8719449393732 ; 1304.1981076392574 1511.9824510574745 
1288.1572384377112 54.710663478209035 ; 1288.7043450724932 41.82909109383192 
